"LotFrontage","LotArea","OverallQual","YearBuilt","MasVnrArea","ExterQual","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MSZoning_data[[col]]RL","MSZoning_data[[col]]RM","LotShape_data[[col]]IR1","LotShape_data[[col]]IR2","LotShape_data[[col]]Reg","LandContour_data[[col]]HLS","LotConfig_data[[col]]CulDSac","Neighborhood_data[[col]]BrkSide","Neighborhood_data[[col]]Edwards","Neighborhood_data[[col]]IDOTRR","Neighborhood_data[[col]]NAmes","Neighborhood_data[[col]]NoRidge","Neighborhood_data[[col]]NridgHt","Neighborhood_data[[col]]OldTown","Neighborhood_data[[col]]Sawyer","Neighborhood_data[[col]]Somerst","Neighborhood_data[[col]]StoneBr","Neighborhood_data[[col]]Timber","BldgType_data[[col]]1Fam","HouseStyle_data[[col]]1.5Fin","HouseStyle_data[[col]]2Story","RoofStyle_data[[col]]Gable","RoofStyle_data[[col]]Hip","RoofMatl_data[[col]]WdShngl","Electrical_data[[col]]FuseA","Electrical_data[[col]]FuseF","Electrical_data[[col]]SBrkr","GarageType_data[[col]]0","GarageType_data[[col]]Attchd","GarageType_data[[col]]BuiltIn","GarageType_data[[col]]Detchd","SaleType_data[[col]]New","SaleType_data[[col]]WD","SaleCondition_data[[col]]Normal","SaleCondition_data[[col]]Partial","Exterior1st_data[[col]]CemntBd","Exterior1st_data[[col]]MetalSd","Exterior1st_data[[col]]VinylSd","Exterior1st_data[[col]]Wd Sdng","Exterior2nd_data[[col]]CmentBd","Exterior2nd_data[[col]]MetalSd","Exterior2nd_data[[col]]VinylSd","Exterior2nd_data[[col]]Wd Sdng","Foundation_data[[col]]BrkTil","Foundation_data[[col]]CBlock","Foundation_data[[col]]PConc","MasVnrType_data[[col]]BrkFace","MasVnrType_data[[col]]None","MasVnrType_data[[col]]Stone"
0.44178082,1,7,58,0,3,4,3,4,5,0.2189936215,0.034246575,0.34959083,3,1,0.390546122,0,0.32064808,2,2,0,3,1,3,8,2,58,2,2,0.3617772,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.13356164,0.0387950174,7,98,0,3,3,4,1,2,0.0028348689,0.304794521,0.11914894,5,1,0.114272602,0.39176755,0.2462321,0,1,1,3,1,5,6,1,98,1,2,0.3850494,2,3,0,0,0.42391304,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0.17123288,0.0303582696,7,19,0,4,4,3,1,6,0.0753012048,0.124571918,0.11718494,5,1,0.087654888,0.34673123,0.20685757,1,2,1,3,1,4,6,1,19,3,2,0.3046544,3,3,0.11668611,0.093235832,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.25,0.0547103227,7,43,0.17375,4,4,3,1,6,0.1226080794,0.065496575,0.13829787,3,1,0.187930243,0.5811138,0.38036925,1,2,1,4,1,5,10,1,40,2,2,0.3413258,3,3,0.33605601,0.356489945,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0.18493151,0.0359905583,8,17,0,4,4,3,3,1,0,0.465753425,0.17806874,5,1,0.173015145,0.42179177,0.30614167,0,2,1,3,1,4,8,1,17,2,3,0.7228491,3,3,0.24270712,0.084095064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.23630137,0.040197247,7,30,0.16,4,4,3,4,6,0.1748759745,0.154109589,0.22045827,5,1,0.238182653,0.61694915,0.43556895,1,2,1,4,1,4,9,1,30,2,3,0.4626234,3,3,0.39673279,0.109689214,0.26086957,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.16438356,0.0598985721,7,43,0.140625,3,4,3,3,6,0.1835577605,0.143835616,0.22454992,3,1,0.261128958,0,0.21439337,1,2,0,3,1,3,6,2,43,1,2,0.4146685,3,3,0.27187865,0.087751371,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.30821918,0.0699198392,9,17,0.23125,3,5,4,3,1,0,0.534674658,0.20441899,5,1,0.209958697,0.65230024,0.42614921,0,3,1,4,1,4,9,0,17,2,3,0.5923836,3,3,0.28004667,0.281535649,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.26712329,0.0504755895,8,19,0.2425,4,5,3,3,6,0.1718639263,0.071061644,0.18592471,5,1,0.184029371,0.64503632,0.40203466,1,2,1,4,1,4,10,1,19,3,3,0.6149506,3,3,0.21470245,0.281535649,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.22260274,0.0424408142,7,37,0.1075,4,3,3,4,2,0.0049610206,0,0.24582651,5,1,0.279715466,0.56997579,0.45139412,1,2,1,4,1,4,8,1,36,3,2,0.4062059,3,3,0.23453909,0.175502742,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.09589041,0.0211269251,3,68,0,3,3,3,1,5,0.0453579022,0.387842466,0.19018003,5,1,0.190224874,0,0.15617935,1,1,0,3,1,3,6,0,68,1,1,0.1551481,2,3,0.16569428,0.179159049,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.25684932,0.0466241324,7,56,0.1875,4,4,3,1,1,0,0.303938356,0.11620295,5,1,0.35888022,0.52300242,0.49811605,0,2,1,5,1,4,11,1,62,3,2,0.3977433,3,3,0.28004667,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.09931507,0.0172941644,5,82,0,3,3,3,3,4,0.0205527994,0.258561644,0.11783961,1,0,0.107618173,0,0.0883572,0,1,0,2,1,3,5,0,82,1,2,0.2538787,3,3,0,0,0.44202899,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.03767123,0.0446189441,8,30,0,4,4,3,4,6,0.2868532955,0.042808219,0.28134206,5,1,0.317806333,0,0.2609269,2,1,1,1,1,4,6,2,30,3,2,0.3335684,3,3,0.14235706,0.054844607,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.20205479,0.0481432144,6,63,0.109375,3,3,3,1,3,0.1001063076,0.350171233,0.22635025,3,1,0.240706746,0,0.19762622,0,1,1,3,1,3,7,0,63,2,1,0.2059238,3,3,0,0.08226691,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.16438356,0.0494893547,6,107,0,3,3,3,1,1,0,0.36130137,0.13813421,4,0,0.254933456,0.33365617,0.33911078,0,2,0,5,1,4,10,0,93,1,2,0.3110014,3,3,0,0.109689214,0.48550725,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.13356164,0.0238472505,5,103,0,3,3,3,2,1,0,0.255136986,0.09754501,3,0,0.060119321,0.28861985,0.1616428,0,1,0,3,1,3,6,0,103,1,1,0.1332863,2,1,0,0,0.24818841,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.16438356,0.0435812943,5,59,0.0525,3,3,3,1,6,0.0070871722,0.609589041,0.28281506,3,1,0.319871501,0,0.26262246,0,2,0,6,2,3,10,0,21,1,1,0.248237,3,3,0.18086348,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.16780822,0.0321391012,5,65,0,3,3,3,1,3,0.1498936924,0.08989726,0.17283142,2,1,0.165672327,0,0.1360211,1,1,0,3,1,3,6,0,65,2,1,0.2172073,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0.21917808,0.0437261913,8,20,0.185,4,4,3,1,6,0.1991495393,0.686215753,0.52471358,5,1,0.297154658,0,0.24397136,1,2,0,3,1,4,7,1,20,2,3,0.6205924,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.13013699,0.0322419313,7,19,0.09125,4,4,3,3,6,0.1275690999,0.273116438,0.22225859,5,1,0.23497017,0,0.19291635,1,2,0,2,1,4,6,1,19,2,2,0.3413258,3,3,0.22403734,0.054844607,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.13013699,0.0361868705,6,25,0,3,4,3,4,6,0.1467044649,0.049229452,0.15433715,4,1,0.139743001,0.33656174,0.24566692,1,2,1,3,1,3,7,2,25,3,2,0.3328632,3,3,0.11668611,0.069469835,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.16438356,0.7635607282,5,58,0,3,3,3,4,5,0.2212969525,0.044092466,0.24533552,5,1,0.294860028,0.08087167,0.27354936,2,2,0,3,1,3,7,2,58,3,2,0.3730606,3,3,0.78179697,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.22260274,0.0600948842,9,18,0.125,4,5,3,4,6,0.2212969525,0.288099315,0.31456628,5,1,0.364387334,0,0.29917106,1,2,0,3,1,4,8,1,18,3,3,0.4767278,3,3,0.20770128,0.093235832,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.16780822,0.0366215616,7,21,0.070625,4,4,3,3,6,0.1435152374,0.310787671,0.25139116,5,1,0.275814594,0,0.22645064,1,2,0,3,1,4,7,0,21,2,2,0.3751763,3,3,0.22403734,0.135283364,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.23972603,0.060038795,7,39,0,4,4,3,2,5,0.0377391921,0.425941781,0.19770867,5,1,0.295318954,0,0.2424642,1,2,0,3,1,4,8,0,39,2,2,0.3102962,3,3,0.126021,0.08226691,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0.15410959,0.0518824932,6,65,0.11,3,3,2,1,3,0.1036498937,0.269691781,0.19885434,3,1,0.202156953,0,0.16597589,0,1,0,3,1,3,6,0,65,1,1,0.2094499,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.21917808,0.0602538035,8,21,0,4,4,3,1,1,0,0.413955479,0.15826514,5,1,0.151216154,0.44309927,0.29653353,0,2,1,4,1,4,9,0,21,3,2,0.3039492,3,3,0.15752625,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.13356164,0.0331860992,4,73,0,2,3,2,1,1,0,0.30864726,0.11800327,4,1,0.11633777,0,0.0955162,0,1,0,2,1,3,4,0,73,1,1,0.2073343,3,1,0.29171529,0,0.04347826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.16438356,0.0338591694,3,74,0.2125,3,0,0,0,0,0,0,0,2,0,0.162000918,0,0.13300678,0,2,0,2,2,3,6,0,74,1,2,0.2820874,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.14383562,0.0352847695,9,18,0.385,5,5,3,1,6,0.0049610206,0.70890411,0.27561375,5,1,0.309775126,0,0.25433308,0,2,0,2,1,5,6,1,18,2,2,0.3977433,3,3,0.57759627,0.131627057,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0.05136986,0.0060389352,5,47,0,3,4,3,1,3,0.0228561304,0.074914384,0.08772504,3,1,0.046351537,0.27893462,0.14657121,0,1,1,3,1,3,4,0,47,1,1,0.2369535,3,3,0.21236873,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0.15068493,0.0240014957,6,84,0,3,3,3,1,1,0,0.41609589,0.15908347,4,1,0.14639743,0.29297821,0.23417483,0,1,0,3,1,2,6,1,84,1,1,0.2200282,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.16438356,0.0536212578,6,63,0,3,3,3,2,4,0.0882352941,0.196917808,0.15679214,3,1,0.143184947,0,0.1175584,0,1,0,2,1,3,5,0,63,2,1,0.2122708,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.16438356,0.0761878053,6,63,0.01875,3,3,3,1,4,0.2250177179,0.089041096,0.24189853,5,1,0.262505737,0,0.21552374,1,2,0,3,1,3,6,2,63,1,2,0.3511989,3,3,0,0.073126143,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.05136986,0.0053658651,7,20,0.06625,4,4,3,1,6,0.101523742,0.081763699,0.12504092,5,1,0.098669114,0.41743341,0.24340618,1,2,1,2,1,4,6,0,20,2,2,0.3342736,3,3,0,0.049360146,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.11986301,0.0894201781,9,18,0.54375,5,5,3,1,6,0.2498228207,0.1875,0.30245499,5,1,0.347407067,0.42615012,0.45101733,1,2,1,4,1,5,10,2,17,3,3,0.4978843,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0.1609589,0.0304751221,9,16,0.22625,5,5,3,1,1,0,0.800085616,0.30589198,5,1,0.352225792,0,0.28918613,0,2,0,2,1,5,6,1,16,2,2,0.4351199,3,3,0.24504084,0.098720293,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0.16438356,0.0185608451,7,37,0,3,4,3,4,6,0.1917080085,0.158818493,0.23780687,4,1,0.25676916,0,0.21081387,1,1,1,2,1,4,6,1,37,2,2,0.3138223,3,3,0,0.146252285,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0.13356164,0.0363831826,5,82,0,3,3,2,2,2,0.0418143161,0,0.10081833,3,0,0.064708582,0.23970944,0.14638282,0,1,0,3,1,3,5,0,82,1,1,0.1410437,3,3,0.05600933,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.13356164,0.033746991,6,95,0,3,3,3,1,1,0,0.267123288,0.10212766,4,1,0.08857274,0,0.07272042,0,1,0,2,1,3,5,0,18,1,2,0.3413258,3,3,0.12368728,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0.13356164,0.0331860992,6,83,0,3,3,3,1,2,0.0687455705,0.23630137,0.15384615,5,1,0.196879302,0.19515738,0.23756594,0,1,0,2,1,3,6,2,83,1,1,0.1692525,3,3,0,0,0.19565217,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0.28767123,0.0465026058,6,28,0,4,4,4,1,5,0.059177888,0.137842466,0.19639935,5,1,0.198715007,0,0.16314996,1,2,0,3,1,4,6,0,28,2,2,0.3674189,3,3,0,0.047531993,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.16438356,0.0371497347,6,31,0.06625,3,4,3,1,6,0.0992204111,0.255993151,0.18952537,4,1,0.191142726,0,0.15693293,1,2,0,3,1,4,6,0,31,2,2,0.2820874,3,3,0.14002334,0.047531993,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.07876712,0.013667064,5,47,0,3,4,3,1,5,0.154854713,0.114726027,0.18690671,3,1,0.18540615,0,0.15222306,1,1,1,3,1,3,6,1,47,3,2,0.3723554,3,3,0.62543757,0.164533821,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0.24315068,0.0263151745,5,65,0.075,3,3,3,3,4,0.0531537916,0.200342466,0.17381342,5,1,0.233593391,0,0.19178598,0,1,0,3,1,4,6,0,65,1,1,0.203103,3,3,0.19603267,0,0.5326087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.19520548,0.0500642689,8,25,0.33125,4,4,3,3,6,0.169383416,0.055650685,0.17774141,5,1,0.172556218,0.40581114,0.29954785,1,2,1,3,1,4,7,1,25,2,2,0.4174894,3,3,0.24270712,0.137111517,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.16438356,0.0291663745,6,45,0,3,4,3,3,6,0.1369596031,0.049229452,0.14533552,5,1,0.132629647,0,0.10889224,1,1,0,2,1,3,5,1,45,2,2,0.3314528,3,3,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.16438356,0.0366636285,5,83,0,3,3,3,1,3,0.0706945429,0.207191781,0.14451718,4,1,0.150068839,0.2503632,0.2206104,1,1,0,3,1,3,8,0,83,1,1,0.1692525,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.14726027,0.028049265,7,20,0.3125,4,0,0,0,0,0,0,0,5,1,0.036943552,0.69104116,0.29917106,0,3,0,4,1,4,7,1,20,2,2,0.4739069,3,3,0,0,0.32065217,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0017761574,6,51,0.31875,3,3,3,1,5,0.0287030475,0.137414384,0.07905074,4,1,0.034189995,0.2440678,0.12302185,0,1,1,2,1,4,5,0,51,1,1,0.1861777,3,3,0.29171529,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.16438356,0.0817967235,6,47,0.075,3,4,3,2,6,0.1261516655,0.035958904,0.13027823,3,1,0.104635154,0.37966102,0.23360965,1,2,1,3,1,3,6,1,47,3,2,0.3991537,3,3,0.35705951,0.202925046,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.13013699,0.0438897848,5,103,0,3,3,2,1,3,0.0807937633,0.092465753,0.10998363,4,1,0.077558513,0.32542373,0.19027882,0,1,0,3,1,3,6,0,59,1,1,0.3300423,3,3,0,0.234003656,0.39492754,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.16438356,0.0383276076,6,60,0.154375,3,4,3,1,4,0.107902197,0.336044521,0.22815057,4,1,0.24323084,0,0.19969857,1,1,1,3,1,3,6,2,60,2,2,0.3624824,3,3,0,0.138939671,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.2739726,0.0366916731,6,61,0.190625,3,4,3,4,6,0.0657335223,0.311643836,0.17986907,4,1,0.251720973,0,0.20666918,0,1,0,3,1,3,6,1,61,2,1,0.2087447,3,3,0.07467911,0.201096892,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.19520548,0.0303816401,5,69,0.125,3,3,3,1,2,0.0956768249,0.311643836,0.20752864,4,1,0.214318495,0,0.17596081,0,1,0,2,1,3,7,1,69,3,1,0.1720733,3,3,0,0.179159049,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.16438356,0.0398700601,5,64,0,3,3,3,1,5,0.01275691,0.313784247,0.17397709,5,1,0.218678293,0,0.17954032,1,1,0,3,1,4,7,1,26,3,2,0.4062059,3,3,0.42473746,0.031078611,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0.16438356,0.0318820258,6,23,0,3,4,3,1,1,0,0.407962329,0.15597381,5,1,0.142037632,0.34430993,0.25056518,0,2,1,3,1,3,7,1,23,2,2,0.3244006,3,3,0.11668611,0.073126143,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.20205479,0.073944238,4,64,0,3,0,0,0,0,0,0,0,3,1,0.180357962,0.22663438,0.23624717,0,2,0,4,1,3,7,1,32,3,2,0.4795487,3,1,0,0.10786106,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09931507,0.0274603286,6,39,0,3,4,3,1,5,0.1103827073,0,0.12176759,3,1,0.095915558,0,0.07874906,1,1,0,2,1,3,4,0,39,1,1,0.1861777,3,3,0.41190198,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.19863014,0.0436280352,5,70,0,3,3,3,1,4,0.0758327427,0,0.099509,3,1,0.226021111,0,0.18556895,1,1,0,3,1,3,5,0,70,1,1,0.190409,3,3,0.07701284,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
